xid,#,Companies,Company ID,Deal ID,Deal Date,Announced Date,Deal Size,Pre-money Valuation,Post Valuation,% Acquired,Price per Share,Debt Raised in Round,Raised to Date,Deal Class,Deal Type,Deal Size Status,Post Valuation Status,Investors,New Investors,Lead/Sole Investors,Employees,Revenue Growth since last debt deal,Revenue,EBITDA,Total Debt (from financials),Deal Synopsis,Financing Status Note,CEO (at time of deal),CEO PBId
123422,123173,Standard Treasury,57864-97,34261-84T,28/05/2014 00:00,,2.7,,,,,,2.7,Venture Capital,Seed Round,Actual,,"{'56096-29': 'ACME Capital', '41716-90': 'Andreessen Horowitz', '106321-06': 'Brian McLoughlin', '59097-34': 'Centralway Ventures', '106088-23': 'Chad Byers (Chad Byers)', '57866-14': 'Columbus Nova Technology Partners', '97743-97': 'Commerce.Innovated', '53715-43': 'DCVC', '54812-17': 'Graph Ventures', '106424-92': 'Greg Kidd (Greg Kidd)', '56752-12': 'Hard Yaka', '11216-98': 'Index Ventures', '106239-79': 'John Wolthuis (John Wolthuis)', '105974-65': 'Jonathan Abrams (Jonathan Abrams)', '459032-41': 'Jonathan Golden (Jonathan Golden)', '106197-49': 'Joshua Abramowitz (Joshua Abramowitz)', '105961-33': 'Leo Polovets (Leo Polovets)', '106054-30': 'Paul Buchheit', '59264-65': 'Promus Ventures', '11290-51': 'RRE Ventures', '106145-47': 'Seth Berman (Seth Berman)', '60139-90': 'Susa Ventures', '50980-60': 'SV Angel', '40420-36': 'Y Combinator'}","ACME Capital, Andreessen Horowitz, Brian McLoughlin, Centralway Ventures, Chad Byers, Columbus Nova Technology Partners, Commerce.Innovated, DCVC, Graph Ventures, Greg Kidd, Hard Yaka, Index Ventures, John Wolthuis, Jonathan Abrams, Jonathan Golden, Joshua Abramowitz, Leo Polovets, Paul Buchheit, Promus Ventures, Seth Berman, Susa Ventures, SV Angel",,,,,,,"The company raised $2.7 million of seed funding from Graph Ventures, RRE Ventures, Commerce.Innovated., SherpaVentures, Index Ventures, Promus Ventures, Columbus Nova Technology Partners, Data Collective, SV Angel, Y Combinator, Andreessen Horowitz, Susa Ventures Individual investor Jay Mandelbaum, Paul Bucheit, Seth Berman, Leo Polovets, Jonathan Abrams and other undisclosed investors on May 28, 2014. Hard Yaka also participated.","The company was acquired by SVB Financial Group (NASDAQ: SIVB) for an undisclosed amount on August 5, 2015..",{'65968-66P': 'Daniel Kimerling'},65968-66P
123609,123360,uBiome,60217-03,34792-66T,01/06/2014 00:00,,4.5,10.15,14.65,0.3072,0.34,,4.5,Venture Capital,Early Stage VC,Actual,Actual,"{'55436-86': 'AME Cloud Ventures', '41716-90': 'Andreessen Horowitz (Adrian Fenty)', '149507-29': 'Andrew Crichton (Andrew Crichton)', '56833-03': 'BoxGroup', '121794-94': 'Dan Sutera (Dan Sutera)', '106316-65': 'Farzad Nazem (Farzad Nazem)', '105950-17': 'Georges Harik (Georges Harik)', '51639-67': 'Kapor Capital', '52725-16': 'Lifeline Ventures', '99756-10': 'Milliways Ventures', '102425-68': 'OS Fund (Bryan Johnson)', '106211-26': 'Robert Wuttke (Robert Wuttke)', '94166-65': 'The Propell Group', '106388-56': 'William Tai (William Tai)', '40420-36': 'Y Combinator'}","AME Cloud Ventures, Andreessen Horowitz, Andrew Crichton, BoxGroup, Dan Sutera, Farzad Nazem, Georges Harik, Kapor Capital, Lifeline Ventures, Milliways Ventures, OS Fund, Robert Wuttke, The Propell Group, William Tai",,,,,,,"The company raised $4.5 million of Series A venture funding from lead investor Andreessen Horowitz in June 2014, putting the pre-money valuation at $10.45 million. Lifeline Ventures, William Taim, Andrew Crichton, Farzad (Zod) Nazem, AME Cloud Ventures, Georges Harik, Kapor Capital, OS Fund, Milliways Ventures, The Propell Group, Y Combinator and Boxgroup also participated in the round. Robert Wuttke and Dan Sutera also participated.","The company filed for Chapter 7 bankruptcy on October 01, 2020. Initially filed chapter 11 which was subsequently converted to chapter 7. The company is no longer tracked by PitchBook.",{'64594-27P': 'Hans Gangeskar'},64594-27P
124001,123752,Avametric,155317-96,67528-90T,09/06/2014 00:00,18/12/2013 00:00,5,13,18,0.2778,1.3,,5,Venture Capital,Seed Round,Actual,Actual,"{'54726-76': 'Initialized Capital Management', '11227-60': 'Khosla Ventures (Keith Rabois)', '40420-36': 'Y Combinator'}","Initialized Capital Management, Khosla Ventures, Y Combinator",,,,,,,"The company raised $5 million of Series A seed funding in a round led by Khosla Ventures, Y-Combinator, Initialized Capital Management and other undisclosed investors on June 09, 2014, putting the pre-money valuation at $13 million.","The company was acquired by Gerber Technology, via its financial sponsor American Industrial Partners, through an LBO on October 4, 2018 for an undisclosed sum. The acquisition will strengthen the capabilities of Gerber's integrated software portfolio. The company is no longer actively tracked by PitchBook.",{'130249-27P': 'Ari Bloom'},130249-27P
124276,124027,Guesty,62117-92,32556-88T,16/06/2014 00:00,,1.5,3.5,5,0.3,0.29,,1.52,Venture Capital,Early Stage VC,Actual,Actual,"{'106192-81': 'Alexander Gerko (Alexander Gerko)', '10560-70': 'AltaIR Capital (Igor Ryabenkiy)', '56718-46': 'Amino Capital', '105970-24': 'Bobby Goodlatte (Bobby Goodlatte)', '119089-18': 'Ellen Pao (Ellen Pao)', '106429-78': 'Eric Kwan (Eric Kwan)', '56669-77': 'Flashpoint Venture Capital (Alexander Konoplyasty)', '106083-73': 'John Tan (John Tan)', '106239-52': 'Klaus von Sayn-Wittgenstein (Klaus von Sayn-Wittgenstein)', '11230-12': 'Magma Venture Partners (Modi Rosen)', '107752-33': 'Saad AlSogair (Saad AlSogair)', '40420-36': 'Y Combinator'}","Alexander Gerko, AltaIR Capital, Amino Capital, Bobby Goodlatte, Ellen Pao, Eric Kwan, Flashpoint Venture Capital, John Tan, Klaus von Sayn-Wittgenstein, Magma Venture Partners, Saad AlSogair",,15,,,,,"The company raised $1.5 million of Series A funding from Altair, Buran Venture Capital and Magma Venture Partners on June 16, 2014, putting the pre-money valuation at $3.5 million. Y Combinator, Amino Capital and 8 individual investors also participated in the round. The funding, originally raised as debt, subsequently converted into Series A preferred shares.","TLV Partners sold their stake in the company to an undisclosed buyer on September 1, 2022.",{'63922-87P': 'Amiad Soto'},63922-87P
124676,124427,Cognito,63116-38,35077-42T,26/06/2014 00:00,,2,,,,,,2.25,Venture Capital,Seed Round,Actual,,"{'10052-20': 'Battery Ventures (Roger Lee)', '57017-26': 'Boost VC', '106513-12': 'Charlie Songhurst (Charlie Songhurst)', '56560-42': 'Digital Currency Group', '106424-92': 'Greg Kidd (Greg Kidd)', '55869-04': 'Haystack Management Company (Semil Shah)', '465931-99': 'Kevin Ding (Kevin Ding)', '11227-60': 'Khosla Ventures', '11333-26': 'Lightspeed Venture Partners', '115262-29': 'Matt Mochary (Matt Mochary)', '11166-76': 'NAV.VC (Thanasis Delistathis)', '149488-57': 'Scott Robinson (Scott Robinson)', '40420-36': 'Y Combinator'}","Battery Ventures, Boost VC, Charlie Songhurst, Digital Currency Group, Greg Kidd, Haystack Management Company, Kevin Ding, Khosla Ventures, Matt Mochary, NAV.VC, Scott Robinson, Y Combinator",,,,,,,"The company raised $2 million of seed funding from Digital Currency Group, Lightspeed Venture Partners and Battery Ventures on June 26, 2014. Khosla Ventures, Haystack, NAV.VC, Boost VC, Y Combinator, Scott Robinson, Matt Mochary, Kevin Ding, Greg Kidd and Charlie Songhurst also participated in the round. The company intends to use the new funds for product development and sales expansion.","The company was acquired by Plaid for $250 million on January 20, 2022.",{'67306-24P': 'John Backus'},67306-24P
124888,124639,Casetext,58411-00,27861-94T,30/06/2014 00:00,,1.84,,,,,,1.96,Venture Capital,Seed Round,Actual,,"{'52604-38': 'A-Grade Investments', '222965-56': 'Avichal Garg', '106298-11': 'Ben Davenport (Ben Davenport)', '56833-03': 'BoxGroup', '106088-23': 'Chad Byers (Chad Byers)', '105899-14': 'Charlie Cheever (Charlie Cheever)', '106071-22': 'Chintaka Ranatunga (Chintaka Ranatunga)', '11261-89': 'Crosslink Capital', '106649-11': 'Darian Shirazi (Darian Shirazi)', '114033-79': 'David Beyer (David Beyer)', '106113-43': 'David Tisch (David Tisch)', '124747-57': 'Florian Huber', '106022-62': 'Jeff Hammerbacher (Jeff Hammerbacher)', '109821-25': 'Kevin Moore (Kevin Moore)', '106239-52': 'Klaus von Sayn-Wittgenstein (Klaus von Sayn-Wittgenstein)', '105961-33': 'Leo Polovets (Leo Polovets)', '106054-30': 'Paul Buchheit', '55618-12': 'Red Sea Ventures', '106642-27': 'Robert Emrich (Robert Emrich)', '107752-33': 'Saad AlSogair (Saad AlSogair)', '106145-47': 'Seth Berman (Seth Berman)', '60139-90': 'Susa Ventures', '50980-60': 'SV Angel', '40420-36': 'Y Combinator'}","A-Grade Investments, Avichal Garg, Ben Davenport, BoxGroup, Chad Byers, Charlie Cheever, Chintaka Ranatunga, Crosslink Capital, Darian Shirazi, David Beyer, David Tisch, Florian Huber, Jeff Hammerbacher, Kevin Moore, Klaus von Sayn-Wittgenstein, Leo Polovets, Paul Buchheit, Red Sea Ventures, Robert Emrich, Saad AlSogair, Seth Berman, Susa Ventures, SV Angel",,,,,,,"The company raised $1.8 million of seed funding from Box Group, Seth Berman, Avichal Garg, Charlie Cheever, SV Angel, A-Grade Investments, Y Combinator, Red Sea Ventures, Susa Ventures, Leo Polovets and Crosslink Capital on an undisclosed date. Paul Buchheit, Darian Shirazi, David Beyer, David Tisch, Jeff Hammerbacher, Chintaka Ranatunga, Klaus von Sayn-Wittgenstein, Rob Emrich, Florian Huber and Ben Davenport also participated in this round. Kevin Moore also participated. Saad AlSogair also participated.","The company was acquired by Thomson Reuters (TSE: TRI), a subsidiary of The Woodbridge Group, for $650 million on August 17, 2023.",{'52713-46P': 'Jacob Heller'},52713-46P
125074,124825,Edyn,63692-83,34474-87T,01/07/2014 00:00,06/12/2013 00:00,1.72,,,,,,2.41,Venture Capital,Seed Round,Actual,,"{'55271-44': 'Acequia Capital', '106192-81': 'Alexander Gerko (Alexander Gerko)', '64003-96': 'Indicator Ventures', '106178-86': 'John Vanhara (John Vanhara)', '106581-07': 'Lisa Gansky (Lisa Gansky)', '54880-12': 'Sinovation Ventures', '181926-82': 'UpHonest Capital', '40420-36': 'Y Combinator'}","Acequia Capital, Alexander Gerko, Indicator Ventures, John Vanhara, Lisa Gansky, Sinovation Ventures, UpHonest Capital, Y Combinator",,,,,,,"The company raised $1.72 million of seed funding from Sinovation Ventures, UpHonest Capital and Acequia Capital on July 1, 2014. Indicator Ventures, Y Combinator, John Vanhara, Alexander Gerko and Lisa Gansky also participated in the round. Of the total amount, $1.72 million was originally raised in the form of convertible debt and subsequently converted to equity.","The company went out of business on May, 2018. The company is no longer actively tracked by PitchBook.",{'69057-46P': 'Jason Aramburu'},69057-46P
125504,125255,Bop.fm,60617-89,35545-78T,10/07/2014 00:00,,2,,,,,,2,Venture Capital,Early Stage VC,Actual,,"{'41716-90': 'Andreessen Horowitz', '10133-20': 'CRV (George Zachary)', '54886-96': 'FundersClub', '50980-60': 'SV Angel', '40420-36': 'Y Combinator'}","Andreessen Horowitz, CRV, SV Angel",{'10133-20': 'CRV (George Zachary)'},,,,,,"The company raised $2 million of Series A venture funding led by Charles River Ventures on July 10, 2014. Andreessen Horowitz, SV Angel,Y Combinator, FundersClub, Tom Ryan, Lew Moorman, Drew Patterson, Schwark Satyavolu, Loic Le Meur and other undisclosed investors also participated.","The company was acquired by LifeLock for an undisclosed amount on October 29, 2015. The company is no longer actively tracked by PitchBook.",{'57617-20P': 'Shehzad Daredia'},57617-20P
125751,125502,Replenish,63609-94,38978-74T,16/07/2014 00:00,02/01/2014 00:00,2.7,,,,,,2.7,Venture Capital,Seed Round,Actual,,"{'57726-91': 'Angels on the Water', '56031-49': 'Beehive Holdings', '99056-08': 'Coalition Ventures', '51595-21': 'Collaborative Fund', '54886-96': 'FundersClub', '56105-92': 'gener8tor', '52370-29': 'Great Oaks Venture Capital', '124485-76': 'Greg Brockman (Greg Brockman)', '62527-69': 'Hammerstone Capital', '120927-70': 'Mark Scianna (Mark Scianna)', '106005-79': 'Michael Dornbrook (Michael Dornbrook)', '106054-30': 'Paul Buchheit', '119012-05': 'Paul Holliman (Paul Holliman)', '62276-41': 'QueensBridge Venture Partners', '57349-27': 'Scrum Ventures', '12478-60': 'Stage 1 Ventures', '52972-39': 'Wisconsin Investment Partners', '49922-29': 'XG Ventures', '40420-36': 'Y Combinator'}","Angels on the Water, Beehive Holdings, Coalition Ventures, Collaborative Fund, FundersClub, Great Oaks Venture Capital, Greg Brockman, Hammerstone Capital, Mark Scianna, Michael Dornbrook, Paul Buchheit, Paul Holliman, QueensBridge Venture Partners, Scrum Ventures, Stage 1 Ventures, Wisconsin Investment Partners, XG Ventures, Y Combinator",,,,,,,"The company raised $2.7 million of seed funding from Beehive Holdings, gener8tor, Y Combinator and 16 other investors on July 16, 2014.","Y Combinator, Coalition Ventures, and Crux Capital sold their stake in the company to an undisclosed buyer on April 29, 2022.",{'48370-60P': 'Matthew Udomphol'},48370-60P
126212,125963,Helion (Alternative Energy Equipment),65013-49,36620-47T,29/07/2014 00:00,,1.5,19.31,20.81,0.2654,2.6,,1.5,Venture Capital,Early Stage VC,Actual,Actual,"{'10789-57': 'Capricorn Investment Group (Dipender Saluja)', '54662-95': 'Mithril Capital Management (Ajay Royan)', '40420-36': 'Y Combinator (Sam Altman)'}","Capricorn Investment Group, Mithril Capital Management, Y Combinator",{'54662-95': 'Mithril Capital Management (Ajay Royan)'},,,,,,"The company raised $1.50 million through a combination of Series A1, Series A2 and Series A venture funding in a deal led by Mithril Capital Management on July 29, 2014, putting the company's pre-money valuation at $19.31 million. Capricorn Investment Group and Y Combinator also participated in the round.","The company raised $500 million of Series E venture funding in a deal led by Sam Altman on November 5, 2021, putting the company's pre-money valuation at $3.2 billion. Kohlberg Kravis Roberts and 13 other investors also participated in the round. The funds will be used to build a new prototype of its fusion generator in Everett, where the company is based, and manufacture many of the expensive components it needs to make the generator work and accelerate the construction of Polaris, expected to demonstrate net electricity from fusion in 2024.",{'72943-03P': 'David Kirtley'},72943-03P
127057,126808,Roost (Business/Productivity Software),57983-32,27246-34T,19/08/2014 00:00,08/07/2013 00:00,3,3.56,4.31,0.1738,1.44,,3.12,Venture Capital,Seed Round,Actual,Actual,"{'54726-76': 'Initialized Capital Management', '61223-05': 'Jotter Investment', '109821-25': 'Kevin Moore (Kevin Moore)', '93224-08': 'MATH Venture Partners', '51755-14': 'MDC Ventures', '87895-09': 'Rocket Venture Fund (Ben Trumbull)', '106613-92': 'Scott Heller (Scott Heller)', '40420-36': 'Y Combinator'}","Initialized Capital Management, Jotter Investment, Kevin Moore, MATH Venture Partners, MDC Ventures, Rocket Venture Fund, Scott Heller",{'87895-09': 'Rocket Venture Fund (Ben Trumbull)'},,,,,,"The company raised $3 million of seed funding in a deal led by Rocket Venture Fund on August 19, 2014, putting the pre-money valuation at $3.56 million. University of Toledo Endowment, Math Venture Partners, Kevin Moore, Jotter Investment, MDC Ventures, Initialized Capital Management, Scott Heller and Y Combinator also participated in this round.",The company is no longer actively in business as 2019. The company is no longer actively tracked by PitchBook.,{'51708-70P': 'Burton Miller'},51708-70P
127382,127133,Beep (US),61407-73,34763-41T,28/08/2014 00:00,,4,,,,,,4.12,Venture Capital,Seed Round,Actual,,"{'106114-06': 'Alexis Ohanian (Alexis Ohanian)', '106138-45': 'Andrew McLoughlin (Andrew McLoughlin)', '106126-84': 'Anthony Hsieh (Anthony Hsieh)', '105880-24': 'Anthony Saleh (Anthony Saleh)', '51007-51': 'Betaworks', '106067-44': 'Chang Ng (Chang Ng)', '53228-80': 'Dolby Family Ventures', '60771-97': 'Elefund', '105876-64': 'Eric Ries (Eric Ries)', '42284-62': 'Fuel Capital', '54886-96': 'FundersClub', '105890-77': 'Garry Tan (Garry Tan)', '106277-68': 'Jared Kopf (Jared Kopf)', '106067-89': 'Joshua Schachter (Joshua Schachter)', '105885-46': 'Justin Kan (Justin Kan)', '106036-75': 'Matthew Ocko (Matthew Ocko)', '62276-41': 'QueensBridge Venture Partners', '109665-10': 'S2 Capital', '108039-79': 'Technicolor Ventures', '106043-41': 'Val Katayev (Val Katayev)', '54520-03': 'VTF Capital', '11335-42': 'Western Technology Investment', '40420-36': 'Y Combinator'}","Alexis Ohanian, Andrew McLoughlin, Anthony Hsieh, Anthony Saleh, Betaworks, Chang Ng, Dolby Family Ventures, Elefund, Eric Ries, Fuel Capital, FundersClub, Garry Tan, Jared Kopf, Joshua Schachter, Justin Kan, Matthew Ocko, QueensBridge Venture Partners, S2 Capital, Technicolor Ventures, Val Katayev, VTF Capital, Western Technology Investment",,,,,,,"The company raised $4 million of seed funding from Dolby Family Ventures, Technicolor ventures, Elefund, VTF Capital, Y Combinator, Western Technologies, QueensBridge Venture Partners, FundersClub, Betaworks, Fuel Capital and 15 individual investors on August 28, 2014.","The company is no longer actively in business as of October 12, 2015. The company is no longer actively tracked by PitchBook.",{'69916-78P': 'Daniel Conrad'},69916-78P
127385,127136,Fixed (Application Software),65346-94,36019-09T,28/08/2014 00:00,24/07/2014 00:00,1.2,,,,,,1.32,Venture Capital,Seed Round,Actual,,"{'106298-11': 'Ben Davenport (Ben Davenport)', '107827-48': 'David King (David King)', '107827-12': 'Eric Wu (Eric Wu)', '106531-21': 'Gokul Rajaram (Gokul Rajaram)', '106231-06': 'James Hong (James Hong)', '107826-04': 'John Cobbs (John Cobbs)', '106259-32': 'Marc Randolph (Marc Randolph)', '107826-40': 'Mark Randolph (Mark Randolph)', '107826-76': 'Matt Humphries (Matt Humphries)', '51472-45': 'Merus Capital', '112771-54': 'Michael Walsh (Michael Walsh)', '105884-65': 'Scott Banister (Scott Banister)', '54207-19': 'Slow Ventures', '40420-36': 'Y Combinator'}","Ben Davenport, David King, Eric Wu, Gokul Rajaram, James Hong, John Cobbs, Marc Randolph, Mark Randolph, Matt Humphries, Merus Capital, Michael Walsh, Scott Banister, Slow Ventures",,6,,,,,"The company raised $1.2 million of seed funding from Merus Capital, Y Combinator, Scott Banister, John Cobbs, Mark Randolph, Matt Humphries, Eric Wu, Marc Randolph, Ben Davenport, James Hong, Gokul Rajaram, Mike Walsh and David King on August 28, 2014. The company aims to utilize the raised funds to increase its marketing efforts, plans to expand in San Francisco and hire advocates to meet the increasing ticket volumes. It is also planning to extend its services to other cities like New York, L.A. and Chicago for starters.","The company was acquired by Lawgix for an undisclosed amount on June 16, 2016. The company is no longer actively tracked by PitchBook.",{'40722-58P': 'David Hegarty'},40722-58P
